Performance,Station,Interval Start,Entry Count,Exit Count
Play 'The Metamorphosis' (Kafka),10号线上海图书馆,2025-02-15 22:30:00,0,4
Play 'The Metamorphosis' (Kafka),10号线上海图书馆,2025-02-15 22:45:00,0,3
Play 'The Metamorphosis' (Kafka),10号线上海图书馆,2025-02-15 23:00:00,0,2
Play 'The Metamorphosis' (Kafka),10号线上海图书馆,2025-02-15 23:15:00,0,2
Play 'The Metamorphosis' (Kafka),10号线上海图书馆,2025-02-15 23:30:00,0,1
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 18:30:00,9,0
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 18:45:00,14,0
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 19:00:00,19,0
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 19:15:00,25,0
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 19:30:00,28,0
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 21:30:00,0,29
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 21:45:00,0,18
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 22:00:00,0,14
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 22:15:00,0,10
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 22:30:00,0,8
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 22:45:00,0,5
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 23:00:00,0,5
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 23:15:00,0,4
Play 'The Metamorphosis' (Kafka),1号线常熟路,2025-02-15 23:30:00,0,1
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 18:30:00,6,0
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 18:45:00,9,0
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 19:00:00,11,0
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 19:15:00,14,0
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 19:30:00,19,0
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 21:30:00,0,20
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 21:45:00,0,12
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 22:00:00,0,8
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 22:15:00,0,6
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 22:30:00,0,4
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 22:45:00,0,3
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 23:00:00,0,2
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 23:15:00,0,2
Play 'The Metamorphosis' (Kafka),7号线常熟路,2025-02-15 23:30:00,0,1
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 18:30:00,3,0
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 18:45:00,6,0
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 19:00:00,7,0
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 19:15:00,9,0
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 19:30:00,11,0
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 21:30:00,0,12
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 21:45:00,0,8
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 22:00:00,0,6
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 22:15:00,0,3
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 22:30:00,0,3
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 22:45:00,0,2
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 23:00:00,0,2
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 23:15:00,0,1
Play 'The Three Musketeers',10号线上海图书馆,2025-05-15 23:30:00,0,0
Play 'The Three Musketeers',1号线常熟路,2025-05-15 18:30:00,8,0
Play 'The Three Musketeers',1号线常熟路,2025-05-15 18:45:00,12,0
Play 'The Three Musketeers',1号线常熟路,2025-05-15 19:00:00,15,0
Play 'The Three Musketeers',1号线常熟路,2025-05-15 19:15:00,20,0
Play 'The Three Musketeers',1号线常熟路,2025-05-15 19:30:00,22,0
Play 'The Three Musketeers',1号线常熟路,2025-05-15 21:30:00,0,23
Play 'The Three Musketeers',1号线常熟路,2025-05-15 21:45:00,0,14
Play 'The Three Musketeers',1号线常熟路,2025-05-15 22:00:00,0,11
Play 'The Three Musketeers',1号线常熟路,2025-05-15 22:15:00,0,7
Play 'The Three Musketeers',1号线常熟路,2025-05-15 22:30:00,0,6
Play 'The Three Musketeers',1号线常熟路,2025-05-15 22:45:00,0,4
Play 'The Three Musketeers',1号线常熟路,2025-05-15 23:00:00,0,3
Play 'The Three Musketeers',1号线常熟路,2025-05-15 23:15:00,0,3
Play 'The Three Musketeers',1号线常熟路,2025-05-15 23:30:00,0,1
Play 'The Three Musketeers',7号线常熟路,2025-05-15 18:30:00,3,0
Play 'The Three Musketeers',7号线常熟路,2025-05-15 18:45:00,5,0
Play 'The Three Musketeers',7号线常熟路,2025-05-15 19:00:00,7,0
Play 'The Three Musketeers',7号线常熟路,2025-05-15 19:15:00,8,0
Play 'The Three Musketeers',7号线常熟路,2025-05-15 19:30:00,11,0
Play 'The Three Musketeers',7号线常熟路,2025-05-15 21:30:00,0,11
Play 'The Three Musketeers',7号线常熟路,2025-05-15 21:45:00,0,7
Play 'The Three Musketeers',7号线常熟路,2025-05-15 22:00:00,0,5
Play 'The Three Musketeers',7号线常熟路,2025-05-15 22:15:00,0,3
Play 'The Three Musketeers',7号线常熟路,2025-05-15 22:30:00,0,2
Play 'The Three Musketeers',7号线常熟路,2025-05-15 22:45:00,0,2
Play 'The Three Musketeers',7号线常熟路,2025-05-15 23:00:00,0,1
Play 'The Three Musketeers',7号线常熟路,2025-05-15 23:15:00,0,1
Play 'The Three Musketeers',7号线常熟路,2025-05-15 23:30:00,0,0
