station,interval_start,entry_count,exit_count
10号线三门路,2018-01-05 05:00:01,1,0
10号线三门路,2018-01-05 05:15:01,6,0
10号线三门路,2018-01-05 05:30:01,3,0
10号线三门路,2018-01-05 05:45:01,7,0
10号线三门路,2018-01-05 06:00:01,9,0
10号线三门路,2018-01-05 06:15:01,22,7
10号线三门路,2018-01-05 06:30:01,42,1
10号线三门路,2018-01-05 06:45:01,88,7
10号线三门路,2018-01-05 07:00:01,112,6
10号线三门路,2018-01-05 07:15:01,205,8
10号线三门路,2018-01-05 07:30:01,267,21
10号线三门路,2018-01-05 07:45:01,283,29
10号线三门路,2018-01-05 08:00:01,344,47
10号线三门路,2018-01-05 08:15:01,320,55
10号线三门路,2018-01-05 08:30:01,218,145
10号线三门路,2018-01-05 08:45:01,179,190
10号线三门路,2018-01-05 09:00:01,120,67
10号线三门路,2018-01-05 09:15:01,82,86
10号线三门路,2018-01-05 09:30:01,55,84
10号线三门路,2018-01-05 09:45:01,49,69
10号线三门路,2018-01-05 10:00:01,32,49
10号线三门路,2018-01-05 10:15:01,32,38
10号线三门路,2018-01-05 10:30:01,17,24
10号线三门路,2018-01-05 10:45:01,24,23
10号线三门路,2018-01-05 11:00:01,27,16
10号线三门路,2018-01-05 11:15:01,24,27
10号线三门路,2018-01-05 11:30:01,26,14
10号线三门路,2018-01-05 11:45:01,37,26
10号线三门路,2018-01-05 12:00:01,28,15
10号线三门路,2018-01-05 12:15:01,27,22
10号线三门路,2018-01-05 12:30:01,40,34
10号线三门路,2018-01-05 12:45:01,41,30
10号线三门路,2018-01-05 13:00:01,34,27
10号线三门路,2018-01-05 13:15:01,30,30
10号线三门路,2018-01-05 13:30:01,32,33
10号线三门路,2018-01-05 13:45:01,28,43
10号线三门路,2018-01-05 14:00:01,17,46
10号线三门路,2018-01-05 14:15:01,30,39
10号线三门路,2018-01-05 14:30:01,24,30
10号线三门路,2018-01-05 14:45:01,32,41
10号线三门路,2018-01-05 15:00:01,22,35
10号线三门路,2018-01-05 15:15:01,32,47
10号线三门路,2018-01-05 15:30:01,25,45
10号线三门路,2018-01-05 15:45:01,29,40
10号线三门路,2018-01-05 16:00:01,27,45
10号线三门路,2018-01-05 16:15:01,41,45
10号线三门路,2018-01-05 16:30:01,34,73
10号线三门路,2018-01-05 16:45:01,44,64
10号线三门路,2018-01-05 17:00:01,86,66
10号线三门路,2018-01-05 17:15:01,94,95
10号线三门路,2018-01-05 17:30:01,94,113
10号线三门路,2018-01-05 17:45:01,83,129
10号线三门路,2018-01-05 18:00:01,86,152
10号线三门路,2018-01-05 18:15:01,98,166
10号线三门路,2018-01-05 18:30:01,68,172
10号线三门路,2018-01-05 18:45:01,55,139
10号线三门路,2018-01-05 19:00:01,45,117
10号线三门路,2018-01-05 19:15:01,29,123
10号线三门路,2018-01-05 19:30:01,41,45
10号线三门路,2018-01-05 19:45:01,29,91
10号线三门路,2018-01-05 20:00:01,28,44
10号线三门路,2018-01-05 20:15:01,32,59
10号线三门路,2018-01-05 20:30:01,23,45
10号线三门路,2018-01-05 20:45:01,32,58
10号线三门路,2018-01-05 21:00:01,27,42
10号线三门路,2018-01-05 21:15:01,20,50
10号线三门路,2018-01-05 21:30:01,18,27
10号线三门路,2018-01-05 21:45:01,20,61
10号线三门路,2018-01-05 22:00:01,17,32
10号线三门路,2018-01-05 22:15:01,4,44
10号线三门路,2018-01-05 22:30:01,5,32
10号线三门路,2018-01-05 22:45:01,0,27
10号线三门路,2018-01-05 23:00:01,1,7
10号线三门路,2018-01-05 23:15:01,1,11
10号线三门路,2018-01-05 23:30:01,0,3
10号线三门路,2018-01-05 23:45:01,0,2
10号线上海动物园,2018-01-05 05:30:01,1,0
10号线上海动物园,2018-01-05 05:45:01,11,1
10号线上海动物园,2018-01-05 06:00:01,38,5
10号线上海动物园,2018-01-05 06:15:01,51,6
10号线上海动物园,2018-01-05 06:30:01,88,12
10号线上海动物园,2018-01-05 06:45:01,123,19
10号线上海动物园,2018-01-05 07:00:01,155,28
10号线上海动物园,2018-01-05 07:15:01,173,53
10号线上海动物园,2018-01-05 07:30:01,253,118
10号线上海动物园,2018-01-05 07:45:01,350,82
10号线上海动物园,2018-01-05 08:00:01,425,172
10号线上海动物园,2018-01-05 08:15:01,352,180
10号线上海动物园,2018-01-05 08:30:01,357,264
10号线上海动物园,2018-01-05 08:45:01,282,158
10号线上海动物园,2018-01-05 09:00:01,238,115
10号线上海动物园,2018-01-05 09:15:01,179,107
10号线上海动物园,2018-01-05 09:30:01,126,92
10号线上海动物园,2018-01-05 09:45:01,106,81
10号线上海动物园,2018-01-05 10:00:01,113,58
10号线上海动物园,2018-01-05 10:15:01,92,76
10号线上海动物园,2018-01-05 10:30:01,74,50
10号线上海动物园,2018-01-05 10:45:01,74,69
10号线上海动物园,2018-01-05 11:00:01,72,50
10号线上海动物园,2018-01-05 11:15:01,51,62
10号线上海动物园,2018-01-05 11:30:01,79,53
10号线上海动物园,2018-01-05 11:45:01,64,70
10号线上海动物园,2018-01-05 12:00:01,82,62
10号线上海动物园,2018-01-05 12:15:01,82,89
10号线上海动物园,2018-01-05 12:30:01,80,58
10号线上海动物园,2018-01-05 12:45:01,69,63
10号线上海动物园,2018-01-05 13:00:01,71,70
10号线上海动物园,2018-01-05 13:15:01,58,89
10号线上海动物园,2018-01-05 13:30:01,84,55
10号线上海动物园,2018-01-05 13:45:01,54,75
10号线上海动物园,2018-01-05 14:00:01,48,72
10号线上海动物园,2018-01-05 14:15:01,78,92
10号线上海动物园,2018-01-05 14:30:01,70,73
10号线上海动物园,2018-01-05 14:45:01,61,92
10号线上海动物园,2018-01-05 15:00:01,76,94
10号线上海动物园,2018-01-05 15:15:01,55,121
10号线上海动物园,2018-01-05 15:30:01,54,100
10号线上海动物园,2018-01-05 15:45:01,74,128
10号线上海动物园,2018-01-05 16:00:01,95,87
10号线上海动物园,2018-01-05 16:15:01,87,141
10号线上海动物园,2018-01-05 16:30:01,120,101
10号线上海动物园,2018-01-05 16:45:01,120,138
10号线上海动物园,2018-01-05 17:00:01,160,129
10号线上海动物园,2018-01-05 17:15:01,132,182
10号线上海动物园,2018-01-05 17:30:01,111,154
10号线上海动物园,2018-01-05 17:45:01,108,248
10号线上海动物园,2018-01-05 18:00:01,100,215
10号线上海动物园,2018-01-05 18:15:01,119,301
10号线上海动物园,2018-01-05 18:30:01,97,237
10号线上海动物园,2018-01-05 18:45:01,80,291
10号线上海动物园,2018-01-05 19:00:01,82,167
10号线上海动物园,2018-01-05 19:15:01,69,225
10号线上海动物园,2018-01-05 19:30:01,64,123
10号线上海动物园,2018-01-05 19:45:01,41,143
10号线上海动物园,2018-01-05 20:00:01,54,83
10号线上海动物园,2018-01-05 20:15:01,45,123
10号线上海动物园,2018-01-05 20:30:01,35,83
10号线上海动物园,2018-01-05 20:45:01,28,116
10号线上海动物园,2018-01-05 21:00:01,30,95
10号线上海动物园,2018-01-05 21:15:01,34,116
10号线上海动物园,2018-01-05 21:30:01,33,88
10号线上海动物园,2018-01-05 21:45:01,37,120
10号线上海动物园,2018-01-05 22:00:01,28,77
10号线上海动物园,2018-01-05 22:15:01,12,103
10号线上海动物园,2018-01-05 22:30:01,10,59
10号线上海动物园,2018-01-05 22:45:01,1,65
10号线上海动物园,2018-01-05 23:00:01,1,19
10号线上海动物园,2018-01-05 23:15:01,1,23
10号线上海动物园,2018-01-05 23:30:01,0,9
10号线上海动物园,2018-01-05 23:45:01,0,1
10号线上海图书馆,2018-01-05 05:30:01,3,0
10号线上海图书馆,2018-01-05 05:45:01,7,2
10号线上海图书馆,2018-01-05 06:00:01,6,21
10号线上海图书馆,2018-01-05 06:15:01,22,24
10号线上海图书馆,2018-01-05 06:30:01,27,35
10号线上海图书馆,2018-01-05 06:45:01,21,60
10号线上海图书馆,2018-01-05 07:00:01,47,103
10号线上海图书馆,2018-01-05 07:15:01,63,147
10号线上海图书馆,2018-01-05 07:30:01,100,293
10号线上海图书馆,2018-01-05 07:45:01,132,322
10号线上海图书馆,2018-01-05 08:00:01,160,456
10号线上海图书馆,2018-01-05 08:15:01,170,696
10号线上海图书馆,2018-01-05 08:30:01,209,560
10号线上海图书馆,2018-01-05 08:45:01,141,538
10号线上海图书馆,2018-01-05 09:00:01,135,399
10号线上海图书馆,2018-01-05 09:15:01,114,326
10号线上海图书馆,2018-01-05 09:30:01,92,317
10号线上海图书馆,2018-01-05 09:45:01,89,247
10号线上海图书馆,2018-01-05 10:00:01,86,190
10号线上海图书馆,2018-01-05 10:15:01,83,159
10号线上海图书馆,2018-01-05 10:30:01,90,150
10号线上海图书馆,2018-01-05 10:45:01,73,140
10号线上海图书馆,2018-01-05 11:00:01,100,114
10号线上海图书馆,2018-01-05 11:15:01,94,99
10号线上海图书馆,2018-01-05 11:30:01,103,103
10号线上海图书馆,2018-01-05 11:45:01,101,108
10号线上海图书馆,2018-01-05 12:00:01,315,117
10号线上海图书馆,2018-01-05 12:15:01,155,94
10号线上海图书馆,2018-01-05 12:30:01,98,101
10号线上海图书馆,2018-01-05 12:45:01,124,138
10号线上海图书馆,2018-01-05 13:00:01,102,133
10号线上海图书馆,2018-01-05 13:15:01,131,133
10号线上海图书馆,2018-01-05 13:30:01,97,129
10号线上海图书馆,2018-01-05 13:45:01,120,152
10号线上海图书馆,2018-01-05 14:00:01,121,126
10号线上海图书馆,2018-01-05 14:15:01,118,132
10号线上海图书馆,2018-01-05 14:30:01,125,143
10号线上海图书馆,2018-01-05 14:45:01,197,102
10号线上海图书馆,2018-01-05 15:00:01,178,102
10号线上海图书馆,2018-01-05 15:15:01,154,89
10号线上海图书馆,2018-01-05 15:30:01,173,108
10号线上海图书馆,2018-01-05 15:45:01,148,98
10号线上海图书馆,2018-01-05 16:00:01,189,108
10号线上海图书馆,2018-01-05 16:15:01,216,109
10号线上海图书馆,2018-01-05 16:30:01,282,100
10号线上海图书馆,2018-01-05 16:45:01,343,94
10号线上海图书馆,2018-01-05 17:00:01,539,109
10号线上海图书馆,2018-01-05 17:15:01,388,110
10号线上海图书馆,2018-01-05 17:30:01,354,175
10号线上海图书馆,2018-01-05 17:45:01,329,161
10号线上海图书馆,2018-01-05 18:00:01,306,157
10号线上海图书馆,2018-01-05 18:15:01,315,194
10号线上海图书馆,2018-01-05 18:30:01,191,197
10号线上海图书馆,2018-01-05 18:45:01,187,165
10号线上海图书馆,2018-01-05 19:00:01,152,138
10号线上海图书馆,2018-01-05 19:15:01,129,99
10号线上海图书馆,2018-01-05 19:30:01,120,97
10号线上海图书馆,2018-01-05 19:45:01,98,70
10号线上海图书馆,2018-01-05 20:00:01,106,68
10号线上海图书馆,2018-01-05 20:15:01,125,68
10号线上海图书馆,2018-01-05 20:30:01,111,58
10号线上海图书馆,2018-01-05 20:45:01,86,42
10号线上海图书馆,2018-01-05 21:00:01,85,46
10号线上海图书馆,2018-01-05 21:15:01,59,65
10号线上海图书馆,2018-01-05 21:30:01,81,44
10号线上海图书馆,2018-01-05 21:45:01,64,42
10号线上海图书馆,2018-01-05 22:00:01,81,42
10号线上海图书馆,2018-01-05 22:15:01,69,35
10号线上海图书馆,2018-01-05 22:30:01,32,51
10号线上海图书馆,2018-01-05 22:45:01,6,16
10号线上海图书馆,2018-01-05 23:00:01,12,8
10号线上海图书馆,2018-01-05 23:15:01,5,2
10号线上海图书馆,2018-01-05 23:30:01,0,4
10号线上海图书馆,2018-01-05 23:45:01,0,5
10号线五角场,2018-01-05 05:15:01,10,0
10号线五角场,2018-01-05 05:30:01,14,0
10号线五角场,2018-01-05 05:45:01,18,0
10号线五角场,2018-01-05 06:00:01,17,2
10号线五角场,2018-01-05 06:15:01,33,23
10号线五角场,2018-01-05 06:30:01,56,30
10号线五角场,2018-01-05 06:45:01,119,80
10号线五角场,2018-01-05 07:00:01,150,101
10号线五角场,2018-01-05 07:15:01,192,116
10号线五角场,2018-01-05 07:30:01,334,218
10号线五角场,2018-01-05 07:45:01,387,192
10号线五角场,2018-01-05 08:00:01,507,338
10号线五角场,2018-01-05 08:15:01,502,588
10号线五角场,2018-01-05 08:30:01,427,811
10号线五角场,2018-01-05 08:45:01,364,808
10号线五角场,2018-01-05 09:00:01,275,564
10号线五角场,2018-01-05 09:15:01,216,588
10号线五角场,2018-01-05 09:30:01,199,378
10号线五角场,2018-01-05 09:45:01,129,397
10号线五角场,2018-01-05 10:00:01,124,254
10号线五角场,2018-01-05 10:15:01,133,278
10号线五角场,2018-01-05 10:30:01,96,181
10号线五角场,2018-01-05 10:45:01,135,243
10号线五角场,2018-01-05 11:00:01,139,177
10号线五角场,2018-01-05 11:15:01,92,208
10号线五角场,2018-01-05 11:30:01,118,218
10号线五角场,2018-01-05 11:45:01,114,238
10号线五角场,2018-01-05 12:00:01,167,214
10号线五角场,2018-01-05 12:15:01,177,266
10号线五角场,2018-01-05 12:30:01,164,196
10号线五角场,2018-01-05 12:45:01,209,246
10号线五角场,2018-01-05 13:00:01,182,223
10号线五角场,2018-01-05 13:15:01,190,229
10号线五角场,2018-01-05 13:30:01,191,201
10号线五角场,2018-01-05 13:45:01,184,215
10号线五角场,2018-01-05 14:00:01,192,201
10号线五角场,2018-01-05 14:15:01,166,206
10号线五角场,2018-01-05 14:30:01,228,222
10号线五角场,2018-01-05 14:45:01,176,234
10号线五角场,2018-01-05 15:00:01,211,203
10号线五角场,2018-01-05 15:15:01,213,279
10号线五角场,2018-01-05 15:30:01,182,272
10号线五角场,2018-01-05 15:45:01,193,302
10号线五角场,2018-01-05 16:00:01,199,223
10号线五角场,2018-01-05 16:15:01,242,299
10号线五角场,2018-01-05 16:30:01,231,287
10号线五角场,2018-01-05 16:45:01,281,369
10号线五角场,2018-01-05 17:00:01,371,413
10号线五角场,2018-01-05 17:15:01,426,525
10号线五角场,2018-01-05 17:30:01,492,610
10号线五角场,2018-01-05 17:45:01,499,788
10号线五角场,2018-01-05 18:00:01,485,713
10号线五角场,2018-01-05 18:15:01,630,726
10号线五角场,2018-01-05 18:30:01,479,699
10号线五角场,2018-01-05 18:45:01,439,520
10号线五角场,2018-01-05 19:00:01,375,823
10号线五角场,2018-01-05 19:15:01,330,484
10号线五角场,2018-01-05 19:30:01,331,382
10号线五角场,2018-01-05 19:45:01,291,302
10号线五角场,2018-01-05 20:00:01,330,225
10号线五角场,2018-01-05 20:15:01,326,210
10号线五角场,2018-01-05 20:30:01,359,195
10号线五角场,2018-01-05 20:45:01,360,185
10号线五角场,2018-01-05 21:00:01,382,145
10号线五角场,2018-01-05 21:15:01,391,104
10号线五角场,2018-01-05 21:30:01,355,148
10号线五角场,2018-01-05 21:45:01,382,140
10号线五角场,2018-01-05 22:00:01,424,120
10号线五角场,2018-01-05 22:15:01,247,139
10号线五角场,2018-01-05 22:30:01,101,85
10号线五角场,2018-01-05 22:45:01,31,75
10号线五角场,2018-01-05 23:00:01,21,50
10号线五角场,2018-01-05 23:15:01,20,15
10号线五角场,2018-01-05 23:30:01,3,29
10号线五角场,2018-01-05 23:45:01,4,0
10号线交通大学,2018-01-05 05:15:01,1,0
10号线交通大学,2018-01-05 05:30:01,7,0
10号线交通大学,2018-01-05 05:45:01,22,3
10号线交通大学,2018-01-05 06:00:01,29,23
10号线交通大学,2018-01-05 06:15:01,57,62
10号线交通大学,2018-01-05 06:30:01,89,90
10号线交通大学,2018-01-05 06:45:01,138,191
10号线交通大学,2018-01-05 07:00:01,224,431
10号线交通大学,2018-01-05 07:15:01,315,487
10号线交通大学,2018-01-05 07:30:01,350,553
10号线交通大学,2018-01-05 07:45:01,498,576
10号线交通大学,2018-01-05 08:00:01,642,723
10号线交通大学,2018-01-05 08:15:01,654,970
10号线交通大学,2018-01-05 08:30:01,543,1449
10号线交通大学,2018-01-05 08:45:01,515,1667
10号线交通大学,2018-01-05 09:00:01,458,1308
10号线交通大学,2018-01-05 09:15:01,393,1166
10号线交通大学,2018-01-05 09:30:01,356,812
10号线交通大学,2018-01-05 09:45:01,280,703
10号线交通大学,2018-01-05 10:00:01,262,484
10号线交通大学,2018-01-05 10:15:01,234,388
10号线交通大学,2018-01-05 10:30:01,198,310
10号线交通大学,2018-01-05 10:45:01,223,231
10号线交通大学,2018-01-05 11:00:01,195,229
10号线交通大学,2018-01-05 11:15:01,221,176
10号线交通大学,2018-01-05 11:30:01,237,229
10号线交通大学,2018-01-05 11:45:01,237,175
10号线交通大学,2018-01-05 12:00:01,304,198
10号线交通大学,2018-01-05 12:15:01,306,219
10号线交通大学,2018-01-05 12:30:01,254,284
10号线交通大学,2018-01-05 12:45:01,222,276
10号线交通大学,2018-01-05 13:00:01,265,278
10号线交通大学,2018-01-05 13:15:01,219,255
10号线交通大学,2018-01-05 13:30:01,239,235
10号线交通大学,2018-01-05 13:45:01,229,258
10号线交通大学,2018-01-05 14:00:01,246,258
10号线交通大学,2018-01-05 14:15:01,211,226
10号线交通大学,2018-01-05 14:30:01,211,273
10号线交通大学,2018-01-05 14:45:01,265,271
10号线交通大学,2018-01-05 15:00:01,398,244
10号线交通大学,2018-01-05 15:15:01,412,305
10号线交通大学,2018-01-05 15:30:01,362,255
10号线交通大学,2018-01-05 15:45:01,383,272
10号线交通大学,2018-01-05 16:00:01,441,248
10号线交通大学,2018-01-05 16:15:01,430,270
10号线交通大学,2018-01-05 16:30:01,561,283
10号线交通大学,2018-01-05 16:45:01,471,298
10号线交通大学,2018-01-05 17:00:01,774,322
10号线交通大学,2018-01-05 17:15:01,784,386
10号线交通大学,2018-01-05 17:30:01,932,456
10号线交通大学,2018-01-05 17:45:01,960,532
10号线交通大学,2018-01-05 18:00:01,1017,533
10号线交通大学,2018-01-05 18:15:01,1162,579
10号线交通大学,2018-01-05 18:30:01,881,611
10号线交通大学,2018-01-05 18:45:01,742,519
10号线交通大学,2018-01-05 19:00:01,570,446
10号线交通大学,2018-01-05 19:15:01,480,356
10号线交通大学,2018-01-05 19:30:01,364,290
10号线交通大学,2018-01-05 19:45:01,346,257
10号线交通大学,2018-01-05 20:00:01,359,216
10号线交通大学,2018-01-05 20:15:01,267,207
10号线交通大学,2018-01-05 20:30:01,258,215
10号线交通大学,2018-01-05 20:45:01,248,216
10号线交通大学,2018-01-05 21:00:01,325,243
10号线交通大学,2018-01-05 21:15:01,346,259
10号线交通大学,2018-01-05 21:30:01,311,235
10号线交通大学,2018-01-05 21:45:01,203,192
10号线交通大学,2018-01-05 22:00:01,237,213
10号线交通大学,2018-01-05 22:15:01,201,184
10号线交通大学,2018-01-05 22:30:01,133,205
10号线交通大学,2018-01-05 22:45:01,57,105
10号线交通大学,2018-01-05 23:00:01,28,65
10号线交通大学,2018-01-05 23:15:01,7,32
10号线交通大学,2018-01-05 23:30:01,5,6
10号线交通大学,2018-01-05 23:45:01,3,22
10号线伊犁路,2018-01-05 05:30:01,3,1
10号线伊犁路,2018-01-05 05:45:01,9,1
10号线伊犁路,2018-01-05 06:00:01,23,14
10号线伊犁路,2018-01-05 06:15:01,15,14
10号线伊犁路,2018-01-05 06:30:01,20,45
10号线伊犁路,2018-01-05 06:45:01,38,68
10号线伊犁路,2018-01-05 07:00:01,53,80
10号线伊犁路,2018-01-05 07:15:01,84,175
10号线伊犁路,2018-01-05 07:30:01,111,365
10号线伊犁路,2018-01-05 07:45:01,167,529
10号线伊犁路,2018-01-05 08:00:01,190,1167
10号线伊犁路,2018-01-05 08:15:01,165,1478
10号线伊犁路,2018-01-05 08:30:01,140,2042
10号线伊犁路,2018-01-05 08:45:01,125,2329
10号线伊犁路,2018-01-05 09:00:01,123,1351
10号线伊犁路,2018-01-05 09:15:01,106,1063
10号线伊犁路,2018-01-05 09:30:01,103,639
10号线伊犁路,2018-01-05 09:45:01,83,481
10号线伊犁路,2018-01-05 10:00:01,81,323
10号线伊犁路,2018-01-05 10:15:01,104,253
10号线伊犁路,2018-01-05 10:30:01,113,217
10号线伊犁路,2018-01-05 10:45:01,128,199
10号线伊犁路,2018-01-05 11:00:01,118,173
10号线伊犁路,2018-01-05 11:15:01,110,156
10号线伊犁路,2018-01-05 11:30:01,142,146
10号线伊犁路,2018-01-05 11:45:01,140,132
10号线伊犁路,2018-01-05 12:00:01,137,138
10号线伊犁路,2018-01-05 12:15:01,174,142
10号线伊犁路,2018-01-05 12:30:01,131,166
10号线伊犁路,2018-01-05 12:45:01,124,157
10号线伊犁路,2018-01-05 13:00:01,141,142
10号线伊犁路,2018-01-05 13:15:01,147,193
10号线伊犁路,2018-01-05 13:30:01,129,161
10号线伊犁路,2018-01-05 13:45:01,156,174
10号线伊犁路,2018-01-05 14:00:01,187,122
10号线伊犁路,2018-01-05 14:15:01,185,142
10号线伊犁路,2018-01-05 14:30:01,187,182
10号线伊犁路,2018-01-05 14:45:01,159,171
10号线伊犁路,2018-01-05 15:00:01,181,167
10号线伊犁路,2018-01-05 15:15:01,183,143
10号线伊犁路,2018-01-05 15:30:01,218,150
10号线伊犁路,2018-01-05 15:45:01,176,127
10号线伊犁路,2018-01-05 16:00:01,224,158
10号线伊犁路,2018-01-05 16:15:01,213,122
10号线伊犁路,2018-01-05 16:30:01,301,147
10号线伊犁路,2018-01-05 16:45:01,348,152
10号线伊犁路,2018-01-05 17:00:01,544,198
10号线伊犁路,2018-01-05 17:15:01,697,219
10号线伊犁路,2018-01-05 17:30:01,1198,258
10号线伊犁路,2018-01-05 17:45:01,1516,161
10号线伊犁路,2018-01-05 18:00:01,1402,297
10号线伊犁路,2018-01-05 18:15:01,1472,257
10号线伊犁路,2018-01-05 18:30:01,847,273
10号线伊犁路,2018-01-05 18:45:01,515,159
10号线伊犁路,2018-01-05 19:00:01,455,188
10号线伊犁路,2018-01-05 19:15:01,339,138
10号线伊犁路,2018-01-05 19:30:01,265,89
10号线伊犁路,2018-01-05 19:45:01,218,100
10号线伊犁路,2018-01-05 20:00:01,232,71
10号线伊犁路,2018-01-05 20:15:01,188,63
10号线伊犁路,2018-01-05 20:30:01,219,64
10号线伊犁路,2018-01-05 20:45:01,191,48
10号线伊犁路,2018-01-05 21:00:01,178,51
10号线伊犁路,2018-01-05 21:15:01,249,76
10号线伊犁路,2018-01-05 21:30:01,324,51
10号线伊犁路,2018-01-05 21:45:01,164,44
10号线伊犁路,2018-01-05 22:00:01,118,45
10号线伊犁路,2018-01-05 22:15:01,89,43
10号线伊犁路,2018-01-05 22:30:01,39,36
10号线伊犁路,2018-01-05 22:45:01,15,17
10号线伊犁路,2018-01-05 23:00:01,4,12
10号线伊犁路,2018-01-05 23:15:01,2,1
10号线伊犁路,2018-01-05 23:30:01,0,9
10号线伊犁路,2018-01-05 23:45:01,2,0
10号线南京东路,2018-01-05 05:15:01,6,0
10号线南京东路,2018-01-05 05:30:01,4,7
10号线南京东路,2018-01-05 05:45:01,13,11
10号线南京东路,2018-01-05 06:00:01,35,44
10号线南京东路,2018-01-05 06:15:01,42,66
10号线南京东路,2018-01-05 06:30:01,60,84
10号线南京东路,2018-01-05 06:45:01,75,172
10号线南京东路,2018-01-05 07:00:01,100,182
10号线南京东路,2018-01-05 07:15:01,84,375
10号线南京东路,2018-01-05 07:30:01,141,624
10号线南京东路,2018-01-05 07:45:01,135,1030
10号线南京东路,2018-01-05 08:00:01,232,1251
10号线南京东路,2018-01-05 08:15:01,261,1816
10号线南京东路,2018-01-05 08:30:01,232,2008
10号线南京东路,2018-01-05 08:45:01,204,2202
10号线南京东路,2018-01-05 09:00:01,196,1664
10号线南京东路,2018-01-05 09:15:01,226,1621
10号线南京东路,2018-01-05 09:30:01,182,1214
10号线南京东路,2018-01-05 09:45:01,169,993
10号线南京东路,2018-01-05 10:00:01,181,637
10号线南京东路,2018-01-05 10:15:01,191,537
10号线南京东路,2018-01-05 10:30:01,219,445
10号线南京东路,2018-01-05 10:45:01,234,420
10号线南京东路,2018-01-05 11:00:01,225,365
10号线南京东路,2018-01-05 11:15:01,272,364
10号线南京东路,2018-01-05 11:30:01,286,346
10号线南京东路,2018-01-05 11:45:01,242,358
10号线南京东路,2018-01-05 12:00:01,242,314
10号线南京东路,2018-01-05 12:15:01,226,363
10号线南京东路,2018-01-05 12:30:01,233,364
10号线南京东路,2018-01-05 12:45:01,257,364
10号线南京东路,2018-01-05 13:00:01,304,377
10号线南京东路,2018-01-05 13:15:01,356,420
10号线南京东路,2018-01-05 13:30:01,310,407
10号线南京东路,2018-01-05 13:45:01,363,416
10号线南京东路,2018-01-05 14:00:01,295,313
10号线南京东路,2018-01-05 14:15:01,360,377
10号线南京东路,2018-01-05 14:30:01,359,344
10号线南京东路,2018-01-05 14:45:01,390,379
10号线南京东路,2018-01-05 15:00:01,450,315
10号线南京东路,2018-01-05 15:15:01,407,323
10号线南京东路,2018-01-05 15:30:01,428,287
10号线南京东路,2018-01-05 15:45:01,432,293
10号线南京东路,2018-01-05 16:00:01,503,330
10号线南京东路,2018-01-05 16:15:01,504,263
10号线南京东路,2018-01-05 16:30:01,621,268
10号线南京东路,2018-01-05 16:45:01,609,263
10号线南京东路,2018-01-05 17:00:01,1283,313
10号线南京东路,2018-01-05 17:15:01,1197,344
10号线南京东路,2018-01-05 17:30:01,1427,476
10号线南京东路,2018-01-05 17:45:01,1235,461
10号线南京东路,2018-01-05 18:00:01,1332,467
10号线南京东路,2018-01-05 18:15:01,1246,499
10号线南京东路,2018-01-05 18:30:01,1013,430
10号线南京东路,2018-01-05 18:45:01,913,442
10号线南京东路,2018-01-05 19:00:01,760,370
10号线南京东路,2018-01-05 19:15:01,648,292
10号线南京东路,2018-01-05 19:30:01,573,254
10号线南京东路,2018-01-05 19:45:01,518,227
10号线南京东路,2018-01-05 20:00:01,579,213
10号线南京东路,2018-01-05 20:15:01,489,153
10号线南京东路,2018-01-05 20:30:01,511,165
10号线南京东路,2018-01-05 20:45:01,500,133
10号线南京东路,2018-01-05 21:00:01,561,138
10号线南京东路,2018-01-05 21:15:01,548,133
10号线南京东路,2018-01-05 21:30:01,426,135
10号线南京东路,2018-01-05 21:45:01,501,127
10号线南京东路,2018-01-05 22:00:01,881,112
10号线南京东路,2018-01-05 22:15:01,338,110
10号线南京东路,2018-01-05 22:30:01,155,109
10号线南京东路,2018-01-05 22:45:01,73,41
10号线南京东路,2018-01-05 23:00:01,49,30
10号线南京东路,2018-01-05 23:15:01,18,24
10号线南京东路,2018-01-05 23:30:01,12,4
10号线南京东路,2018-01-05 23:45:01,7,6
10号线同济大学,2018-01-05 05:00:01,1,0
10号线同济大学,2018-01-05 05:15:01,7,0
10号线同济大学,2018-01-05 05:30:01,14,2
10号线同济大学,2018-01-05 05:45:01,21,0
10号线同济大学,2018-01-05 06:00:01,25,5
10号线同济大学,2018-01-05 06:15:01,49,7
10号线同济大学,2018-01-05 06:30:01,78,24
10号线同济大学,2018-01-05 06:45:01,133,23
10号线同济大学,2018-01-05 07:00:01,170,41
10号线同济大学,2018-01-05 07:15:01,228,82
10号线同济大学,2018-01-05 07:30:01,375,202
10号线同济大学,2018-01-05 07:45:01,462,294
10号线同济大学,2018-01-05 08:00:01,625,498
10号线同济大学,2018-01-05 08:15:01,701,663
10号线同济大学,2018-01-05 08:30:01,561,632
10号线同济大学,2018-01-05 08:45:01,486,669
10号线同济大学,2018-01-05 09:00:01,332,657
10号线同济大学,2018-01-05 09:15:01,308,513
10号线同济大学,2018-01-05 09:30:01,247,464
10号线同济大学,2018-01-05 09:45:01,195,283
10号线同济大学,2018-01-05 10:00:01,143,187
10号线同济大学,2018-01-05 10:15:01,145,147
10号线同济大学,2018-01-05 10:30:01,142,129
10号线同济大学,2018-01-05 10:45:01,114,135
10号线同济大学,2018-01-05 11:00:01,125,84
10号线同济大学,2018-01-05 11:15:01,145,101
10号线同济大学,2018-01-05 11:30:01,200,91
10号线同济大学,2018-01-05 11:45:01,196,112
10号线同济大学,2018-01-05 12:00:01,208,136
